Index: Init, Total -- indiv
46159: 3060.0, 2065.1099999999997 -- [ 1783.34   281.77]
46461: 3060.0, 2945.0730000000003 -- [  236.673  2708.4  ]
46682: 3060.0, 3059.9979999999996 -- [ 2862.47    197.528]
46687: 3060.0, 2820.7690000000002 -- [ 2645.57    175.199]
46814: 3060.0, 1498.9789 -- [   17.2989  1481.68  ]
46854: 3060.0, 879.3022000000001 -- [  84.2502  795.052 ]
47019: 3060.0, 2005.488 -- [  254.508  1750.98 ]
47074: 3060.0, 3059.996 -- [ 2934.51    125.486]
47123: 3060.0, 2702.582 -- [  185.792  2516.79 ]
47197: 3060.0, 2312.498 -- [ 2170.41    142.088]
47201: 3060.0, 2650.0211 -- [   66.3011  2583.72  ]
47229: 3060.0, 230.3127 -- [  62.8597  167.453 ]
47291: 3060.0, 2221.2290000000003 -- [  155.639  2065.59 ]
47483: 3060.0, 3059.998 -- [ 2862.08    197.918]
47493: 3060.0, 2846.18811 -- [ 2763.75        6.81541    75.6227 ]
47881: 3060.0, 1141.049 -- [ 995.908  145.141]
48173: 3060.0, 3059.999 -- [  667.359  2392.64 ]
48216: 3060.0, 2879.847 -- [ 2440.34    272.59    166.917]
48302: 3060.0, 1327.319 -- [ 592.016  735.303]
48460: 3060.0, 2334.6639 -- [   15.9639  2318.7   ]
48491: 3060.0, 1815.5359999999998 -- [  233.196  1582.34 ]
48573: 3060.0, 1908.511 -- [ 1549.66    358.851]
48814: 3060.0, 3060.001 -- [  474.431  2585.57 ]
48997: 3060.0, 2849.1624 -- [   33.0724  2816.09  ]
49226: 3060.0, 3060.002 -- [  250.072  2809.93 ]
49238: 3060.0, 3060.0 -- [  462.27  2597.73]
49280: 3060.0, 2846.164 -- [ 2742.53    103.634]
49322: 3060.0, 2771.52 -- [  918.55  1852.97]
49352: 3060.0, 2172.699 -- [ 2036.79    135.909]
49484: 3060.0, 1063.172 -- [ 245.565  817.607]
49609: 3060.0, 2748.3289999999997 -- [  934.279  1814.05 ]
49612: 3060.0, 1339.2903000000001 -- [  208.956     14.6343  1115.7   ]
49623: 3060.0, 160.0412 -- [ 102.743    57.2982]
49626: 3060.0, 3059.998 -- [ 2848.85    211.148]
49762: 3060.0, 1871.07 -- [  192.33  1678.74]
49826: 3060.0, 3060.004 -- [  194.544  2865.46 ]
50091: 3060.0, 2822.32019 -- [    9.55019  2812.77   ]
50141: 3060.0, 2850.7980000000002 -- [  315.128  2535.67 ]
50325: 3060.0, 2451.3564 -- [ 2424.19      27.1664]
50534: 3060.0, 2524.6220000000003 -- [ 2292.53    232.092]
50614: 3060.0, 2100.9801 -- [ 2051.17      49.8101]
50767: 3060.0, 2820.69 -- [ 1748.9   1071.79]
50789: 3060.0, 2634.01 -- [ 2010.4    623.61]
50974: 3060.0, 3060.0 -- [ 2941.1   118.9]
51008: 3060.0, 1581.838 -- [  165.718  1416.12 ]
51113: 3060.0, 2879.35241 -- [  1.63241000e+00   2.87772000e+03]
51158: 3060.0, 375.42100000000005 -- [ 176.949  198.472]
51273: 3060.0, 2760.7780000000002 -- [  250.228  2510.55 ]
51308: 3060.0, 3060.001 -- [ 2895.61    164.391]
51317: 3060.0, 1284.355 -- [  158.465  1125.89 ]
51526: 3060.0, 1741.873 -- [ 1531.4     210.473]
51801: 3060.0, 1102.6209999999999 -- [ 680.084  422.537]
51884: 3060.0, 1990.8123 -- [ 1943.81      47.0023]
52088: 3060.0, 2957.3205000000003 -- [   33.0405  2924.28  ]
52103: 3060.0, 2842.9433 -- [   23.4033  2819.54  ]
52245: 3060.0, 865.0257 -- [ 773.402    91.6237]
52409: 3060.0, 2372.07 -- [ 1052.13  1319.94]
52450: 3060.0, 3060.004 -- [  304.014  2755.99 ]
52499: 3060.0, 2765.0705000000003 -- [   21.2705  2743.8   ]
52555: 3060.0, 1512.3526 -- [ 1498.85      13.5026]
52841: 3060.0, 2554.406 -- [ 2407.24    147.166]
52883: 3060.0, 2828.266 -- [  106.716  2721.55 ]
52897: 3060.0, 2107.825 -- [  240.735  1867.09 ]
52913: 3060.0, 1959.779554 -- [  1.95930000e+03   4.79554000e-01]
53332: 3060.0, 2704.4621 -- [ 2655.48      48.9821]
53446: 3060.0, 2394.8990000000003 -- [ 2055.3     339.599]
53738: 3060.0, 1613.937 -- [  269.417  1344.52 ]
53772: 3060.0, 693.012 -- [ 108.939  584.073]
53905: 3060.0, 3060.004 -- [ 2257.44    802.564]
54017: 3060.0, 3060.003 -- [  161.813  2898.19 ]
54114: 3060.0, 1987.65 -- [ 1028.48    488.985   470.185]
54221: 3060.0, 2847.508 -- [ 2677.08    170.428]
54231: 3060.0, 701.2570000000001 -- [ 164.571  536.686]
54310: 3060.0, 2784.3182 -- [   92.7682  2691.55  ]
54373: 3060.0, 2635.3673999999996 -- [   60.4374  2574.93  ]
54674: 3060.0, 1498.5425 -- [ 1460.84      37.7025]
54703: 3060.0, 1351.252 -- [  175.012  1176.24 ]
54815: 3060.0, 2873.326 -- [ 2762.55    110.776]
54862: 3060.0, 996.8714 -- [ 981.138    15.7334]
54882: 3060.0, 2856.997 -- [  257.716  2175.68    423.601]
55339: 3060.0, 410.18269999999995 -- [  11.8767  398.306 ]
56236: 3060.0, 3059.998 -- [  146.448  2913.55 ]
56311: 3060.0, 2551.634 -- [ 2380.11    171.524]
56470: 3060.0, 3060.0 -- [  107.66  2952.34]
56783: 3060.0, 1696.281 -- [ 1510.73    185.551]
56939: 3060.0, 2431.783 -- [ 2165.95    265.833]
57020: 3060.0, 3059.998 -- [ 2782.25    277.748]
57242: 3060.0, 1770.596 -- [ 1128.39    642.206]
57344: 3060.0, 3060.0 -- [ 2901.88   158.12]
57347: 3060.0, 2283.14 -- [ 2104.77   178.37]
57393: 3060.0, 3059.999 -- [  398.979  2661.02 ]
57501: 3060.0, 3059.996 -- [  334.886  2725.11 ]
57848: 3060.0, 1244.992 -- [  242.402  1002.59 ]
57868: 3060.0, 2072.92 -- [ 1065.85  1007.07]
57957: 3060.0, 1267.1317000000001 -- [   33.6617  1233.47  ]
58348: 3060.0, 2893.1187999999997 -- [ 2830.18      62.9388]
58454: 3060.0, 3060.0029999999997 -- [ 2638.12    208.437   213.446]
58626: 3060.0, 2610.21 -- [ 2426.44   183.77]
58665: 3060.0, 3059.998 -- [ 2853.67    206.328]
58687: 3060.0, 773.0228000000001 -- [  76.0148  697.008 ]
58860: 3060.0, 3060.0 -- [ 2690.42    227.832   141.748]
58865: 3060.0, 3059.997 -- [ 2847.37    212.627]
58896: 3060.0, 2808.516 -- [ 2438.19    370.326]
58936: 3060.0, 1533.807 -- [  119.517  1414.29 ]
59040: 3060.0, 3060.005 -- [  111.155  2948.85 ]
59457: 3060.0, 3060.0 -- [ 2639.38   420.62]
59479: 3060.0, 1069.228 -- [ 240.98   828.248]
59560: 3060.0, 2687.43 -- [ 1405.82  1281.61]
59620: 3060.0, 3059.996 -- [ 2595.76    464.236]
59628: 3060.0, 3060.002 -- [ 2760.22    299.782]
59645: 3060.0, 2322.946 -- [ 1683.36    639.586]
59684: 3060.0, 354.48699999999997 -- [ 102.941  251.546]
59777: 3060.0, 2242.745 -- [  132.355  2110.39 ]
59829: 3060.0, 3059.997 -- [ 2798.58    261.417]
59862: 3060.0, 47.704429999999995 -- [ 39.7118    7.99263]
59884: 3060.0, 1049.14329 -- [  1.03329000e+00   1.04811000e+03]
60027: 3060.0, 3060.0 -- [ 2565.53   494.47]
60149: 3060.0, 1312.923 -- [  115.623  1197.3  ]
60208: 3060.0, 1863.545 -- [ 1223.65    639.895]
60215: 3060.0, 3060.0009999999997 -- [ 2731.68    328.321]
60390: 3060.0, 3060.0 -- [  222.81  2837.19]
60634: 3060.0, 1014.2280000000001 -- [ 126.783  887.445]
60703: 3060.0, 2897.317 -- [ 2750.99    146.327]
60827: 3060.0, 3060.005 -- [  138.085  2921.92 ]
60953: 3060.0, 3025.709 -- [  364.859  2660.85 ]
61018: 3060.0, 2587.917 -- [ 2366.79    221.127]
61093: 3060.0, 3060.0009999999997 -- [ 2887.16    172.841]
61345: 3060.0, 3060.002 -- [  149.052  2910.95 ]
61356: 3060.0, 3059.998 -- [ 2873.81    186.188]
61422: 3060.0, 2589.074 -- [ 2374.02    215.054]
61467: 3060.0, 1816.214 -- [  444.154  1372.06 ]
61526: 3060.0, 2932.576 -- [ 2844.22     88.356]
61701: 3060.0, 1379.358 -- [ 1211.1     168.258]
61702: 3060.0, 2325.525 -- [ 2185.75    139.775]
61920: 3060.0, 2494.5 -- [  110.66  2383.84]
61951: 3060.0, 1574.156 -- [  356.876  1217.28 ]
61970: 3060.0, 3060.0009999999997 -- [ 2887.08    172.921]
62047: 3060.0, 3060.0 -- [ 2945.25   114.75]
62137: 3060.0, 2487.9030000000002 -- [ 2291.55    196.353]
62232: 3060.0, 3060.001 -- [ 2871.48    188.521]
62313: 3060.0, 1547.12836 -- [    4.92536   400.203    1142.     ]
62445: 3060.0, 2443.129 -- [ 2296.25    146.879]
62450: 3060.0, 3060.001 -- [  229.041  2830.96 ]
62471: 3060.0, 1331.062 -- [  164.202  1166.86 ]
62642: 3060.0, 2798.935 -- [  213.195  2585.74 ]
62684: 3060.0, 2513.9919 -- [ 2471.72      42.2719]
62689: 3060.0, 1524.534 -- [   33.1971    13.7769  1477.56  ]
62755: 3060.0, 3059.9959999999996 -- [ 2758.95    301.046]
62793: 3060.0, 2154.367 -- [ 2018.64    135.727]
62959: 3060.0, 2814.6114000000002 -- [   22.9794  2496.92     294.712 ]
62972: 3060.0, 2891.445 -- [ 2783.17    108.275]
63036: 3060.0, 1827.3200000000002 -- [  154.19  1673.13]
63047: 3060.0, 2739.1400000000003 -- [  164.3   2574.84]
63097: 3060.0, 2925.12005 -- [ 2917.34        7.78005]
63161: 3060.0, 2594.9809999999998 -- [  431.051  2163.93 ]
63224: 3060.0, 3060.002 -- [  130.172  2929.83 ]
63296: 3060.0, 3059.9990000000003 -- [ 2563.09    496.909]
63329: 3060.0, 2885.41 -- [ 2723.62   161.79]
63637: 3060.0, 2060.827 -- [ 1744.66    316.167]
63660: 3060.0, 3060.0020000000004 -- [  261.472  2798.53 ]
63857: 3060.0, 1306.2640000000001 -- [ 397.658  908.606]
64114: 3060.0, 2837.3920000000003 -- [ 2577.05    260.342]
64250: 3060.0, 1480.675 -- [  128.375  1352.3  ]
64262: 3060.0, 3060.0 -- [ 2785.75   274.25]
64593: 3060.0, 2340.123 -- [  156.003  2184.12 ]
64668: 3060.0, 2912.1126999999997 -- [   23.6227  2888.49  ]
64689: 3060.0, 1874.7275 -- [ 1823.25      51.4775]
64840: 3060.0, 815.268 -- [ 443.478  371.79 ]
64987: 3060.0, 3059.998 -- [  299.948  2760.05 ]
65005: 3060.0, 1073.776 -- [ 122.792  950.984]
65041: 3060.0, 2887.1440000000002 -- [  249.574  2637.57 ]
65045: 3060.0, 2056.63382 -- [    2.50382  2054.13   ]
65152: 3060.0, 3060.002 -- [ 2761.43    298.572]
65217: 3060.0, 2843.3025799999996 -- [ 2839.47        3.83258]
65319: 3060.0, 699.2388 -- [ 446.512    20.8898  231.837 ]
65449: 3060.0, 2173.3940000000002 -- [  104.704  2068.69 ]
65535: 3060.0, 2740.1346 -- [ 2719.33      20.8046]
65542: 3060.0, 204.072 -- [ 100.797  103.275]
65557: 3060.0, 2758.268 -- [  143.668  2614.6  ]
65596: 3060.0, 3060.004 -- [ 2848.83    211.174]
65978: 3060.0, 2704.46 -- [  181.75  2522.71]
66072: 3060.0, 3060.004 -- [  218.584  2841.42 ]
66180: 3060.0, 3032.696 -- [ 2770.85    261.846]
66190: 3060.0, 2174.2333 -- [   63.7133  2110.52  ]
66216: 3060.0, 3060.001 -- [ 2928.07    131.931]
66266: 3060.0, 2928.5175 -- [   45.8075  2882.71  ]
66311: 3060.0, 3060.0040000000004 -- [  174.224  2885.78 ]
66412: 3060.0, 3060.001 -- [ 2846.44    213.561]
66550: 3060.0, 2779.871 -- [  227.251  2552.62 ]
66728: 3060.0, 583.3977 -- [ 570.295    13.1027]
66748: 3060.0, 2729.02 -- [ 1236.96  1492.06]
67259: 3060.0, 128.1746 -- [ 33.0405  95.1341]
67329: 3060.0, 3060.003 -- [ 2900.21    159.793]
67385: 3060.0, 3059.996 -- [  144.266  2915.73 ]
67434: 3060.0, 1363.6123 -- [ 1275.2       88.4123]
67692: 3060.0, 2478.3428 -- [   29.6928  2448.65  ]
67819: 3060.0, 1635.3690000000001 -- [ 1300.21    335.159]
67904: 3060.0, 2728.2592 -- [   33.4592  2694.8   ]
67997: 3060.0, 3060.004 -- [ 2956.23    103.774]
68190: 3060.0, 3020.714 -- [  131.964  2888.75 ]
68215: 3060.0, 2822.6697 -- [   25.4997  2797.17  ]
68254: 3060.0, 3059.999 -- [ 2734.35    325.649]
68454: 3060.0, 349.71999999999997 -- [  85.914  263.806]
68517: 3060.0, 439.6494 -- [  15.3834  424.266 ]
68550: 3060.0, 2648.6963 -- [ 2588.48      60.2163]
68632: 3060.0, 3059.998 -- [  722.408  2337.59 ]
68705: 3060.0, 2527.557 -- [  363.377  2164.18 ]
68735: 3060.0, 224.3641 -- [ 197.631    26.7331]
68752: 3060.0, 810.27 -- [  79.785  730.485]
68866: 3060.0, 2278.718 -- [ 2136.35    142.368]
68973: 3060.0, 2771.753 -- [  123.893  2647.86 ]
69057: 3060.0, 2879.12 -- [ 1725.13  1153.99]
69131: 3060.0, 2057.753 -- [ 1888.19    169.563]
69224: 3060.0, 2703.6510000000003 -- [  278.541  2425.11 ]
69423: 3060.0, 2664.1159000000002 -- [ 2649.3       14.8159]
69741: 3060.0, 3060.004 -- [  210.334  2849.67 ]
69882: 3060.0, 1571.2837000000002 -- [ 1485.9       85.3837]
69929: 3060.0, 2576.414 -- [ 2242.61    333.804]
69994: 3060.0, 3059.9950000000003 -- [  279.985  2780.01 ]
70428: 3060.0, 2883.177 -- [  278.217  2604.96 ]
70599: 3060.0, 1101.1033 -- [   21.7833  1079.32  ]
70629: 3060.0, 2241.424 -- [ 1935.34    306.084]
70664: 3060.0, 2646.94 -- [  217.1   2429.84]
71080: 3060.0, 3059.998 -- [  637.15    460.728  1962.12 ]
71185: 3060.0, 2855.3237 -- [ 2785.43      69.8937]
71270: 3060.0, 2554.806 -- [  457.946  2096.86 ]
71541: 3060.0, 2711.98127 -- [ 2707.23        4.75127]
71709: 3060.0, 2427.0805 -- [ 2334.11      92.9705]
71734: 3060.0, 3060.004 -- [ 2916.97    143.034]
71774: 3060.0, 2797.2598 -- [ 2732.23      15.1079    49.9219]
71780: 3060.0, 1517.478 -- [  230.568  1286.91 ]
72010: 3060.0, 2760.7766300000003 -- [  2.64663000e+00   2.75813000e+03]
72016: 3060.0, 2225.4480000000003 -- [   57.108  2168.34 ]
72060: 3060.0, 3059.998 -- [  145.568  2914.43 ]
72065: 3060.0, 3059.9990000000003 -- [  182.619  2877.38 ]
72238: 3060.0, 934.4298 -- [ 909.058    25.3718]
72376: 3060.0, 2517.0279899999996 -- [    4.55799  2512.47   ]
72504: 3060.0, 1174.181 -- [ 294.821  879.36 ]
72634: 3060.0, 2922.6511 -- [   49.4211  2873.23  ]
72731: 3060.0, 2781.5645000000004 -- [   43.3045  2738.26  ]
72772: 3060.0, 2368.779 -- [ 2148.29    220.489]
72878: 3060.0, 2835.509 -- [ 2301.32    534.189]
73115: 3060.0, 2920.156 -- [ 2766.49    153.666]
73180: 3060.0, 1070.428 -- [ 263.103  807.325]
73298: 3060.0, 2569.371 -- [  465.821  2103.55 ]
73462: 3060.0, 3060.0 -- [  157.02  2902.98]
73561: 3060.0, 3060.001 -- [  188.491  2871.51 ]
73620: 3060.0, 3059.9970000000003 -- [  170.407  2889.59 ]
73795: 3060.0, 490.83 -- [  69.793  421.037]
73816: 3060.0, 1318.2440000000001 -- [  129.534  1188.71 ]
73878: 3060.0, 3060.0 -- [  190.58  2869.42]
73919: 3060.0, 2751.2526000000003 -- [ 2728.26      22.9926]
73986: 3060.0, 1772.973 -- [  447.103  1325.87 ]
74084: 3060.0, 3059.998 -- [  584.578  2475.42 ]
74240: 3060.0, 1847.6580000000001 -- [ 1705.66    141.998]
74335: 3060.0, 2592.496 -- [ 2324.41    268.086]
74372: 3060.0, 2517.84 -- [ 1142.22  1375.62]
74402: 3060.0, 778.548 -- [ 145.155  633.393]
74485: 3060.0, 1683.299 -- [ 1042.25    641.049]
74546: 3060.0, 721.438 -- [  71.364  650.074]
74557: 3060.0, 2795.045 -- [ 2407.89    387.155]
74617: 3060.0, 3060.002 -- [  181.592  2878.41 ]
74640: 3060.0, 3060.001 -- [  165.141  2894.86 ]
75054: 3060.0, 2846.6980000000003 -- [  156.398  2690.3  ]
75164: 3060.0, 3060.001 -- [ 2939.69    120.311]
75220: 3060.0, 3060.001 -- [ 2881.9     178.101]
75244: 3060.0, 1674.7659999999998 -- [  317.426  1357.34 ]
75245: 3060.0, 2151.2690000000002 -- [  109.589  2041.68 ]
75362: 3060.0, 1886.002 -- [ 1338.27    547.732]
75603: 3060.0, 2932.0133 -- [   48.9433  2883.07  ]
75736: 3060.0, 405.32820000000004 -- [  84.5192  320.809 ]
75826: 3060.0, 1814.7930000000001 -- [ 1113.      701.793]
75827: 3060.0, 2705.033 -- [ 2506.68    198.353]
75917: 3060.0, 3060.0 -- [ 2879.64   180.36]
75931: 3060.0, 3059.998 -- [ 2810.81    249.188]
76056: 3060.0, 3060.002 -- [  147.022  2912.98 ]
76175: 3060.0, 1377.327 -- [  238.567  1138.76 ]
76324: 3060.0, 2273.019 -- [ 1288.09    984.929]
76331: 3060.0, 2469.1022 -- [ 2403.89      65.2122]
76381: 3060.0, 2914.7493000000004 -- [   76.328     27.1213  2811.3   ]
76408: 3060.0, 538.079 -- [ 327.341  210.738]
76512: 3060.0, 1528.811 -- [  234.271  1294.54 ]
76579: 3060.0, 505.8174 -- [ 469.35     36.4674]
76824: 3060.0, 2755.9653000000003 -- [   22.8353  2733.13  ]
76965: 3060.0, 3059.998 -- [ 2921.83    138.168]
77030: 3060.0, 1931.97 -- [  356.31  1575.66]
77062: 3060.0, 1815.8999999999999 -- [ 1610.83   205.07]
77088: 3060.0, 2618.384 -- [  451.204  2167.18 ]
77118: 3060.0, 2254.4829999999997 -- [ 2089.58    164.903]
77181: 3060.0, 2544.09 -- [  199.05  2345.04]
77185: 3060.0, 2886.5480000000002 -- [ 2779.84    106.708]
77316: 3060.0, 1478.2073 -- [ 1447.76      30.4473]
77324: 3060.0, 1626.2 -- [ 1476.39   149.81]
77336: 3060.0, 818.5457 -- [ 753.16     65.3857]
77650: 3060.0, 2842.693 -- [ 2467.92    374.773]
77722: 3060.0, 3059.9959999999996 -- [  195.756  2864.24 ]
77812: 3060.0, 3059.995 -- [  506.125  2553.87 ]
77843: 3060.0, 1970.536 -- [ 1002.98    967.556]
78019: 3060.0, 2715.5525 -- [   36.1625  2679.39  ]
78040: 3060.0, 2591.826 -- [  109.556  2482.27 ]
78060: 3060.0, 1757.452 -- [  100.852   248.25   1408.35 ]
78473: 3060.0, 1120.201 -- [ 251.802  868.399]
78484: 3060.0, 2305.9329 -- [   41.0829  2264.85  ]
78580: 3060.0, 3060.002 -- [  254.902  2805.1  ]
78644: 3060.0, 2907.6498 -- [ 2893.42      14.2298]
78694: 3060.0, 778.359 -- [ 212.27   566.089]
78713: 3060.0, 3059.9979999999996 -- [ 2772.2     287.798]
78752: 3060.0, 3059.995 -- [  550.885  2509.11 ]
78775: 3060.0, 3060.005 -- [ 2914.08    145.925]
78840: 3060.0, 3019.7760000000003 -- [ 2480.76    539.016]
78931: 3060.0, 2003.9044 -- [   91.7844  1912.12  ]
78934: 3060.0, 2517.0660000000003 -- [  152.536  2364.53 ]
78945: 3060.0, 2282.197 -- [  795.267  1486.93 ]
79066: 3060.0, 2935.4100000000003 -- [ 2818.3    117.11]
79357: 3060.0, 3060.0009999999997 -- [  142.191  2917.81 ]
79385: 3060.0, 0.0 -- []
79557: 3060.0, 1214.59 -- [ 899.78  314.81]
79612: 3060.0, 2826.9829999999997 -- [  255.993  2570.99 ]
79669: 3060.0, 2432.4919999999997 -- [ 2288.95    143.542]
79767: 3060.0, 2723.363 -- [  145.663  2577.7  ]
79818: 3060.0, 3060.002 -- [ 2848.89    211.112]
79821: 3060.0, 2372.775 -- [ 2192.01    180.765]
79865: 3060.0, 3060.0 -- [  309.55  2750.45]
80210: 3060.0, 2840.8205 -- [ 2755.7       85.1205]
80245: 3060.0, 1903.592 -- [  235.572  1668.02 ]
80313: 3060.0, 1326.442 -- [ 1208.73    117.712]
80385: 3060.0, 2727.9484 -- [   48.7984  2679.15  ]
80534: 3060.0, 871.8440099999999 -- [   8.63501  863.209  ]
80598: 3060.0, 3060.005 -- [ 2944.67    115.335]
80625: 3060.0, 3059.9990000000003 -- [  361.659  2698.34 ]
80638: 3060.0, 2535.669 -- [ 1573.34    962.329]
80753: 3060.0, 491.957 -- [ 228.236  263.721]
80906: 3060.0, 553.269 -- [ 426.089  127.18 ]
81041: 3060.0, 3059.9955 -- [ 2969.25      90.7455]
81347: 3060.0, 1943.0320000000002 -- [ 1799.41    143.622]
81447: 3060.0, 3060.0009999999997 -- [  251.051  2808.95 ]
81579: 3060.0, 1947.8931 -- [   20.1654  1885.61      42.1177]
81640: 3060.0, 2793.7749999999996 -- [ 2112.47    681.305]
81705: 3060.0, 854.8851999999999 -- [  90.3882  764.497 ]
81930: 3060.0, 2274.2521 -- [   17.5221  2256.73  ]
81971: 3060.0, 2067.793 -- [ 1579.42    488.373]
82152: 3060.0, 1604.761 -- [  418.651  1186.11 ]
82220: 3060.0, 3059.995 -- [  204.605  2855.39 ]
82225: 3060.0, 2421.671 -- [ 2300.73    120.941]
82337: 3060.0, 1462.598 -- [  180.578  1282.02 ]
82462: 3060.0, 2697.723 -- [  119.273  2578.45 ]
82490: 3060.0, 2542.14234 -- [    8.81234  2533.33   ]
82527: 3060.0, 2796.198 -- [ 2344.74    451.458]
82576: 3060.0, 1933.82529 -- [ 1930.49        3.33529]
82608: 3060.0, 3059.9970000000003 -- [  134.327  2925.67 ]
82960: 3060.0, 2666.632 -- [  204.532  2462.1  ]
83006: 3060.0, 402.33500000000004 -- [ 220.989  181.346]
83154: 3060.0, 3060.004 -- [  282.484  2777.52 ]
83171: 3060.0, 2831.531 -- [   52.591  2778.94 ]
83322: 3060.0, 2152.649 -- [ 1728.46    424.189]
83338: 3060.0, 2508.6200000000003 -- [  229.3   2279.32]
83475: 3060.0, 1376.1019999999999 -- [  142.232  1233.87 ]
83606: 3060.0, 2851.621 -- [  138.501  2713.12 ]
83716: 3060.0, 1944.048 -- [ 1805.17    138.878]
84009: 3060.0, 2849.1789999999996 -- [  166.439  2682.74 ]
84040: 3060.0, 2152.703 -- [ 1822.41    330.293]
84080: 3060.0, 270.157 -- [ 149.974  120.183]
84093: 3060.0, 1939.997 -- [ 1752.51    187.487]
84251: 3060.0, 2431.226 -- [ 2368.54     62.686]
84269: 3060.0, 1877.0349999999999 -- [ 1751.56    125.475]
84341: 3060.0, 1954.533 -- [ 1844.81    109.723]
84374: 3060.0, 1218.046 -- [ 1033.89    184.156]
84420: 3060.0, 2612.404 -- [ 2512.39    100.014]
84831: 3060.0, 3060.005 -- [  126.735  2933.27 ]
84927: 3060.0, 2665.4669999999996 -- [ 2513.14    152.327]
85078: 3060.0, 2288.306 -- [ 1836.8     451.506]
85205: 3060.0, 3059.9970999999996 -- [ 2986.2       73.7971]
85310: 3060.0, 1322.71 -- [ 1186.74   135.97]
85343: 3060.0, 1573.1799999999998 -- [  240.86  1332.32]
85423: 3060.0, 337.243 -- [ 109.581  227.662]
85437: 3060.0, 3060.005 -- [ 2933.87    126.135]
85511: 3060.0, 734.793 -- [ 149.619  585.174]
85605: 3060.0, 2397.956 -- [  595.406  1802.55 ]
85732: 3060.0, 3060.001 -- [ 2608.07    451.931]
85815: 3060.0, 3060.0 -- [ 1778.55  1281.45]
85950: 3060.0, 2607.7183 -- [   48.4383  2559.28  ]
86218: 3060.0, 1168.19 -- [ 1002.76   165.43]
86267: 3060.0, 2419.818 -- [ 1480.23    939.588]
86482: 3060.0, 3060.0 -- [ 1550.86  1509.14]
86492: 3060.0, 3059.996 -- [ 2945.09    114.906]
86546: 3060.0, 1657.1548 -- [ 1605.5       51.6548]
86844: 3060.0, 2456.6850000000004 -- [  185.655  2271.03 ]
86920: 3060.0, 2140.177 -- [ 1971.13    169.047]
87160: 3060.0, 3060.0029999999997 -- [  323.383  2736.62 ]
87168: 3060.0, 3059.996 -- [ 2912.48    147.516]
87241: 3060.0, 3059.996 -- [  183.616  2876.38 ]
87528: 3060.0, 2890.8784 -- [ 2867.88      22.9984]
87602: 3060.0, 3059.9996 -- [  233.175     17.8846  2808.94  ]
87603: 3060.0, 3060.004 -- [ 2794.33    265.674]
87765: 3060.0, 2639.3259 -- [ 2616.77      22.5559]
88063: 3060.0, 3060.0 -- [ 1751.85  1308.15]
88068: 3060.0, 969.351 -- [ 167.068  802.283]
88147: 3060.0, 2219.035 -- [ 2070.52    148.515]
88206: 3060.0, 434.553 -- [ 279.103  155.45 ]
88230: 3060.0, 1787.777 -- [  166.637  1621.14 ]
88231: 3060.0, 2243.6245000000004 -- [   21.3645  2222.26  ]
88235: 3060.0, 1674.08 -- [  100.98  1573.1 ]
88276: 3060.0, 3060.0017 -- [   68.6817   171.85    2819.47  ]
88308: 3060.0, 2046.4179 -- [ 1990.51      55.9079]
88401: 3060.0, 2233.875 -- [ 2024.49    209.385]
88765: 3060.0, 3059.9959999999996 -- [  291.006  2768.99 ]
89152: 3060.0, 2508.8399999999997 -- [  344.6   2164.24]
89195: 3060.0, 1308.1039999999998 -- [ 1252.33     55.774]
89271: 3060.0, 1096.2150000000001 -- [ 883.754  212.461]
89460: 3060.0, 2397.757 -- [ 2172.4     225.357]
89464: 3060.0, 2085.8095999999996 -- [ 2069.97      15.8396]
89525: 3060.0, 2800.4 -- [ 1284.63  1515.77]
89564: 3060.0, 2036.024 -- [  386.434  1649.59 ]
89916: 3060.0, 3059.9950000000003 -- [ 2865.3     194.695]
89951: 3060.0, 3060.0009999999997 -- [  209.401  2850.6  ]
90046: 3060.0, 3060.0029999999997 -- [  187.113  2872.89 ]
90111: 3060.0, 3059.996 -- [ 2688.66    371.336]
90248: 3060.0, 1050.768 -- [ 559.254  491.514]
90279: 3060.0, 2702.593 -- [  243.453  2459.14 ]
90307: 3060.0, 680.2297 -- [  22.5387  657.691 ]
90368: 3060.0, 3059.9970000000003 -- [  297.097  2762.9  ]
90382: 3060.0, 2234.098 -- [  275.248  1958.85 ]
90384: 3060.0, 2716.8739 -- [ 2668.59      48.2839]
90491: 3060.0, 2548.6150000000002 -- [  171.275  2377.34 ]
90581: 3060.0, 2805.848 -- [  209.218  2596.63 ]
90597: 3060.0, 1517.3629999999998 -- [  356.803  1160.56 ]
90712: 3060.0, 1885.8094999999998 -- [ 1839.62      46.1895]
90720: 3060.0, 2683.583 -- [ 2611.54     72.043]
90734: 3060.0, 2389.8089999999997 -- [  172.999  2216.81 ]
